# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr 27 14:20:48 2026
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbperstr < 10
# CONSTRAINT:  and pl_radestr > 4
# CONSTRAINT:  and ttv_flag = 0
# CONSTRAINT:  and pl_trandepstr > 0.5
# CONSTRAINT:  and pl_trandurstr < 4
# CONSTRAINT:  and sy_vmagstr < 12.9)
#
# COLUMN pl_name:        Planet Name
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tsystemref:  Time Reference Frame and Standard
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN glat:           Galactic Latitude [deg]
# COLUMN glon:           Galactic Longitude [deg]
# COLUMN elat:           Ecliptic Latitude [deg]
# COLUMN elon:           Ecliptic Longitude [deg]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_jmag:        J (2MASS) Magnitude
# COLUMN sy_hmag:        H (2MASS) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_umag:        u (Sloan) Magnitude
# COLUMN sy_gmag:        g (Sloan) Magnitude
# COLUMN sy_rmag:        r (Sloan) Magnitude
# COLUMN sy_imag:        i (Sloan) Magnitude
# COLUMN sy_zmag:        z (Sloan) Magnitude
# COLUMN sy_w1mag:       W1 (WISE) Magnitude
# COLUMN sy_w2mag:       W2 (WISE) Magnitude
# COLUMN sy_w3mag:       W3 (WISE) Magnitude
# COLUMN sy_w4mag:       W4 (WISE) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_icmag:       I (Cousins) Magnitude
# COLUMN sy_tmag:        TESS Magnitude
# COLUMN sy_kepmag:      Kepler Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,rastr,ra,decstr,dec,default_flag,pl_refname,pl_orbper,pl_rade,pl_radj,pl_orbeccen,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,st_refname,st_teff,st_rad,st_logg,sy_refname,glat,glon,elat,elon,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_icmag,sy_tmag,sy_kepmag,rowupdate,pl_pubdate,releasedate
TOI-2796 b,05h36m36.65s,84.1527191,+00d53m46.60s,0.8962788,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,4.80849800000,15.08390000,1.34569774,,,2459189.97794000,BJD,0,,1.10100000,1.4050000,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5449.50,1.380000,4.130000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-16.15719,203.33391,-22.41469,83.66988,13.1860000,12.4750000,11.2860000,10.9760000,10.9360000,15.3220000,12.9273000,12.3989000,12.2972000,13.6408000,10.8850000,10.9420000,10.8400000,8.9660000,12.3642000,,11.9160000,,2024-08-30,2017-07,2024-08-30
TOI-2368 b,08h59m49.83s,134.9576234,-48d29m18.57s,-48.4884929,1,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,5.17500730000,10.83908434,0.96700000,0.061000,86.61000,2459752.59549000,BJD-TDB,0,0.823900,1.28300000,2.0250000,14.370000,0.11742000,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,5360.00,0.846000,4.538000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-1.60550,268.75991,-60.87820,164.20580,13.4360000,12.4860000,10.9160000,10.5090000,10.3420000,,,,,,10.3550000,10.4450000,10.3640000,9.1200000,12.2727000,,11.6955000,,2024-07-23,2024-07,2024-07-23
TOI-2368 b,08h59m49.83s,134.9576234,-48d29m18.57s,-48.4884929,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5.17501080000,11.47266206,1.02352412,,,2459990.64688400,BJD,0,,1.30200753,2.0076562,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5177.00,0.892685,4.480000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-1.60550,268.75991,-60.87820,164.20580,13.4360000,12.4860000,10.9160000,10.5090000,10.3420000,,,,,,10.3550000,10.4450000,10.3640000,9.1200000,12.2727000,,11.6955000,,2025-07-29,2017-07,2025-04-21
TOI-4961 b,12h50m00.45s,192.5018624,-59d53m30.96s,-59.8919345,1,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,7.47918200000,12.34108775,1.10100000,0.182000,88.11000,2459884.82079000,BJD-TDB,0,0.639000,1.54100000,3.5280000,17.150000,,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,5380.00,0.912000,4.479000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2.97931,302.75229,-48.63387,222.17495,13.4320000,12.4860000,10.7900000,10.3900000,10.3040000,,,,,,10.1910000,10.2550000,10.5460000,9.6650000,12.2685000,,11.6602000,,2025-07-29,2025-07,2025-07-29
TOI-4961 b,12h50m00.45s,192.5018624,-59d53m30.96s,-59.8919345,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,7.47933740112,13.44993018,1.19992447,,,2460041.88295300,BJD,0,,1.71473051,3.5371419,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5078.00,0.969314,4.390000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2.97931,302.75229,-48.63387,222.17495,13.4320000,12.4860000,10.7900000,10.3900000,10.3040000,,,,,,10.1910000,10.2550000,10.5460000,9.6650000,12.2685000,,11.6602000,,2025-07-29,2017-07,2024-08-30
WASP-61 b,05h01m11.92s,75.2996637,-26d03m14.92s,-26.0541438,0,<a refstr=HELLIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426..739H/abstract target=ref> Hellier et al. 2012 </a>,3.85590000000,13.89900000,1.24000000,0.260000,89.35000,2455859.52825000,HJD-UTC,0,,0.88000000,3.9408000,,,<a refstr=HELLIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426..739H/abstract target=ref> Hellier et al. 2012 </a>,6320.00,1.360000,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-34.76468,227.12097,-48.47218,69.88369,12.8290000,12.4890000,11.2190000,11.0340000,11.0080000,,,,,,10.9150000,10.9490000,10.9660000,9.3370000,12.0702000,,11.7231000,,2018-04-25,2012-10,2014-05-14
WASP-61 b,05h01m11.92s,75.2996637,-26d03m14.92s,-26.0541438,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,3.85588998097,14.52229131,1.29559428,,,2459175.59976200,BJD,0,,0.97476036,3.9555399,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,6244.50,1.432560,4.210000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-34.76468,227.12097,-48.47218,69.88369,12.8290000,12.4890000,11.2190000,11.0340000,11.0080000,,,,,,10.9150000,10.9490000,10.9660000,9.3370000,12.0702000,,11.7231000,,2024-05-08,2017-07,2024-05-08
WASP-61 b,05h01m11.92s,75.2996637,-26d03m14.92s,-26.0541438,0,<a refstr=BROWN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..810B/abstract target=ref>Brown et al. 2017</a>,3.85589800000,13.56289000,1.21000000,0.000000,89.30000,2456075.45850000,BJD-TDB,0,0.100000,0.80000000,3.9504000,8.091000,,<a refstr=BROWN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..810B/abstract target=ref>Brown et al. 2017</a>,6250.00,1.390000,4.256000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-34.76468,227.12097,-48.47218,69.88369,12.8290000,12.4890000,11.2190000,11.0340000,11.0080000,,,,,,10.9150000,10.9490000,10.9660000,9.3370000,12.0702000,,11.7231000,,2020-10-16,2017-01,2020-10-22
LP 714-47 b,04h16m45.65s,64.1902212,-12d05m05.51s,-12.0848643,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,4.05203680000,4.95231335,0.44181657,,,2459196.11534100,BJD,0,,0.55124033,1.5605128,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,3779.00,0.607751,4.640000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-39.73420,206.04093,-32.83659,59.55216,13.9330000,12.4920000,9.4930000,8.8290010,8.6260000,,,,,,8.5000000,8.5350000,8.4250000,8.1790000,11.7282000,,10.7329000,,2024-09-16,2017-07,2024-09-16
TOI-3912 b,14h23m12.36s,215.8014956,+24d04m35.63s,24.0765639,1,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,3.49362640000,14.28024141,1.27400000,0.000000,85.64000,2459442.81871000,BJD-TDB,0,0.544000,0.88500000,3.5570000,7.160000,,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,5725.00,1.392000,4.188000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,69.11667,29.66627,35.92605,203.87023,13.0090000,12.5070000,11.2700000,11.0160000,10.9220000,15.2961000,12.8825000,12.3486000,12.2196000,13.4467000,10.8980000,10.9310000,10.8580000,8.9330000,12.3073000,,11.8747000,,2023-02-27,2023-03,2023-02-27
TOI-3912 b,14h23m12.36s,215.8014956,+24d04m35.63s,24.0765639,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,3.49361880000,14.23550000,1.27000843,,,2459687.37044200,BJD,0,,0.97300000,3.3550000,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5779.50,1.420000,4.150000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,69.11667,29.66627,35.92605,203.87023,13.0090000,12.5070000,11.2700000,11.0160000,10.9220000,15.2961000,12.8825000,12.3486000,12.2196000,13.4467000,10.8980000,10.9310000,10.8580000,8.9330000,12.3073000,,11.8747000,,2024-08-30,2017-07,2024-08-30
HAT-P-38 b,02h21m32.04s,35.3834942,+32d14m45.76s,32.2460441,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,4.64012692204,10.24074428,0.91361958,,,2459886.28496100,BJD,0,,0.99549099,3.0320144,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5191.00,1.009360,4.370000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-26.87267,144.22935,17.14087,43.80950,13.3400000,12.5250000,10.9890000,10.5930000,10.5010000,14.7233000,13.1831000,12.4788000,12.2275000,12.3811000,10.4480000,10.5010000,10.3610000,8.5680000,12.3021000,,11.7524000,,2024-09-16,2017-07,2024-09-16
HATS-51 b,06h51m23.38s,102.8474248,-29d03m31.16s,-29.0586551,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,3.34890381843,13.01103804,1.16076906,,,2459252.25803600,BJD,0,,1.09871748,3.3546298,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5711.00,1.229590,4.270000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-12.80521,239.24083,-51.68617,108.26701,13.2050000,12.5250000,11.2410000,10.9550000,10.8670000,,,,,,10.8270000,10.8890000,10.8180000,8.7430000,12.3293000,,11.8656000,,2022-08-08,2017-07,2022-08-08
TOI-3474 b,15h34m00.80s,233.5033482,-47d57m49.17s,-47.9636597,1,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,3.87951050000,14.67255574,1.30900000,0.130000,89.33000,2459789.28867000,BJD-TDB,0,0.100000,1.14800000,3.7990000,8.620000,,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,6020.00,1.256000,4.292000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,6.51786,328.97114,-27.86010,243.22182,13.2840000,12.5310000,11.2820000,10.9730000,10.9430000,,,,,,10.8450000,10.8910000,11.0790000,8.7800000,12.4418000,,11.9672000,,2025-07-29,2025-07,2025-07-29
TOI-3474 b,15h34m00.80s,233.5033482,-47d57m49.17s,-47.9636597,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,3.87950230000,14.07350000,1.25555573,,,2459358.66324600,BJD,0,,1.22600000,3.6470000,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,6048.00,1.260000,4.290000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,6.51786,328.97114,-27.86010,243.22182,13.2840000,12.5310000,11.2820000,10.9730000,10.9430000,,,,,,10.8450000,10.8910000,11.0790000,8.7800000,12.4418000,,11.9672000,,2024-08-30,2017-07,2024-08-30
K2-29 b,04h10m40.90s,62.6704220,+24d24m05.96s,24.4016558,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,3.25883164155,12.87148683,1.14831912,,,2459475.96923100,BJD,0,,2.27432338,2.2220346,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5387.06,0.817114,4.584310,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-19.55040,170.51373,3.28079,65.23834,13.4840000,12.5320000,10.6220000,10.1680000,10.0620000,15.6146000,13.3064000,15.3971000,14.1186000,12.8538000,10.0950000,10.1420000,9.9910000,7.5490000,12.2008000,,11.5476000,12.914,2024-12-10,2017-07,2024-12-10
K2-29 b,04h10m40.90s,62.6704220,+24d24m05.96s,24.4016558,0,<a refstr=JOHNSON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..171J/abstract target=ref>Johnson et al. 2016</a>,3.25892630000,11.20900000,1.00000000,0.084000,87.89000,2457383.80546000,BJD-TDB,0,0.452000,1.88400000,2.1300000,11.770000,0.13730000,<a refstr=JOHNSON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..171J/abstract target=ref>Johnson et al. 2016</a>,5222.00,0.748000,4.626000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-19.55040,170.51373,3.28079,65.23834,13.4840000,12.5320000,10.6220000,10.1680000,10.0620000,15.6146000,13.3064000,15.3971000,14.1186000,12.8538000,10.0950000,10.1420000,9.9910000,7.5490000,12.2008000,,11.5476000,12.914,2016-04-13,2016-06,2016-04-14
K2-29 b,04h10m40.90s,62.6704220,+24d24m05.96s,24.4016558,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,3.25881300000,11.38000000,1.01500000,,,2457064.43170000,BJD,0,,1.90110000,2.1960000,11.260000,0.12920000,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,0.807000,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-19.55040,170.51373,3.28079,65.23834,13.4840000,12.5320000,10.6220000,10.1680000,10.0620000,15.6146000,13.3064000,15.3971000,14.1186000,12.8538000,10.0950000,10.1420000,9.9910000,7.5490000,12.2008000,,11.5476000,12.914,2019-09-05,2019-09,2019-09-05
TOI-2803 A b,06h12m27.54s,93.1147397,-23d29m32.98s,-23.4924956,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,1.96229200000,17.45230000,1.55699260,,,2459227.30866500,BJD,0,,2.09100000,2.9350000,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,6384.00,1.160000,4.410000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-18.65813,230.37429,-46.88658,94.17745,13.0220000,12.5370000,11.6070000,11.3550000,11.2820000,,,,,,11.2010000,11.2430000,11.2550000,9.2240000,12.4272000,,12.0753000,,2024-08-30,2017-07,2024-08-30
TOI-2803 A b,06h12m27.54s,93.1147397,-23d29m32.98s,-23.4924956,1,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,1.96229325000,18.11371281,1.61600000,0.000000,89.00000,2459207.68640000,BJD-TDB,0,0.097000,1.78100000,3.0910000,5.512000,,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,6280.00,1.245000,4.298000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-18.65813,230.37429,-46.88658,94.17745,13.0220000,12.5370000,11.6070000,11.3550000,11.2820000,,,,,,11.2010000,11.2430000,11.2550000,9.2240000,12.4272000,,12.0753000,,2023-02-27,2023-03,2023-02-27
WASP-67 b,19h42m58.52s,295.7438485,-19d56m59.03s,-19.9497314,0,<a refstr=HELLIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426..739H/abstract target=ref> Hellier et al. 2012 </a>,4.61442000000,15.69300000,1.40000000,0.200000,85.80000,2455824.37420000,HJD-UTC,0,,1.81000000,1.8960000,,,<a refstr=HELLIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426..739H/abstract target=ref> Hellier et al. 2012 </a>,5240.00,0.870000,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-20.00635,20.13786,1.36115,294.10047,12.8960000,12.5370000,10.6080000,10.2140000,10.1290000,,,,,,10.0260000,10.0770000,10.1180000,8.1710000,11.9141000,,11.3550000,,2018-04-25,2012-10,2014-05-14
WASP-67 b,19h42m58.52s,295.7438485,-19d56m59.03s,-19.9497314,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,4.61444783554,14.10377302,1.25825652,,,2460803.32868500,BJD,0,,1.55419957,1.8613266,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5417.00,0.831063,4.573310,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-20.00635,20.13786,1.36115,294.10047,12.8960000,12.5370000,10.6080000,10.2140000,10.1290000,,,,,,10.0260000,10.0770000,10.1180000,8.1710000,11.9141000,,11.3550000,,2025-09-25,2017-07,2025-09-25
HAT-P-62 b,04h58m01.05s,74.5043816,+48d18m03.08s,48.3008551,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,2.64521208547,12.78036574,1.14018983,,,2459911.85130700,BJD,0,,1.04568418,3.0559836,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5596.00,1.240600,4.246440,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,3.39851,158.83659,25.47046,78.64296,13.4930000,12.5390000,11.1440000,10.8030000,10.7010000,,,,,,10.2390000,10.3080000,10.4390000,8.9330000,12.4362000,,11.8889000,,2023-02-22,2017-07,2023-02-22
WASP-23 b,06h44m30.60s,101.1275033,-42d45m44.03s,-42.7622296,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,2.94442730106,12.79215388,1.14124149,,,2458470.66111600,BJD,0,,2.02913839,2.4478494,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5150.00,0.887270,4.557540,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-19.22886,251.92684,-65.43359,109.92240,13.4180000,12.5390000,10.9600000,10.5140000,10.4500000,,,,,,10.4140000,10.4720000,10.3860000,9.0840000,12.3208000,,11.7583000,,2024-09-30,2017-07,2024-09-30
WASP-23 b,06h44m30.60s,101.1275033,-42d45m44.03s,-42.7622296,1,<a refstr=TRIAUD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...531A..24T/abstract target=ref> Triaud et al. 2011 </a>,2.94442560000,10.78300000,0.96200000,0.062000,88.39000,2455320.12363000,BJD-UTC,0,,1.69100000,2.3942400,,,<a refstr=TRIAUD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...531A..24T/abstract target=ref> Triaud et al. 2011 </a>,5150.00,0.765000,4.400000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-19.22886,251.92684,-65.43359,109.92240,13.4180000,12.5390000,10.9600000,10.5140000,10.4500000,,,,,,10.4140000,10.4720000,10.3860000,9.0840000,12.3208000,,11.7583000,,2014-05-14,2011-07,2014-05-14
TOI-3819 b,08h07m27.18s,121.8632568,+29d23m19.12s,29.3886446,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,3.24429897599,12.92730565,1.15329895,,,2459502.74472800,BJD,0,,0.56920048,2.6887498,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5999.00,1.558590,4.100000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,28.44257,192.47122,8.96764,117.74853,13.1800000,12.5420000,11.3980000,11.1430000,11.0770000,15.2379000,12.9883000,12.4654000,12.3459000,14.0777000,11.0330000,11.0780000,10.8270000,8.9190000,12.4130000,,11.9824000,,2024-08-30,2017-07,2024-08-30
TOI-3819 b,08h07m27.18s,121.8632568,+29d23m19.12s,29.3886446,1,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,3.24431410000,13.13692538,1.17200000,0.000000,82.79000,2459502.74370000,BJD-TDB,0,0.808000,0.61300000,2.7790000,6.430000,,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,5859.00,1.538000,4.156000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,28.44257,192.47122,8.96764,117.74853,13.1800000,12.5420000,11.3980000,11.1430000,11.0770000,15.2379000,12.9883000,12.4654000,12.3459000,14.0777000,11.0330000,11.0780000,10.8270000,8.9190000,12.4130000,,11.9824000,,2023-02-27,2023-03,2023-02-27
